eval_year,train_rows,selected,precision,avg_return,sum_return
2021,51889,416,0.5576923076923077,0.0367517216080271,15.288716188939276
2022,61635,357,0.5350140056022409,0.02531140662644615,9.036172165641275
2023,70449,402,0.5771144278606966,0.04634053674268071,18.628895770557644
2024,80148,287,0.686411149825784,0.06566671049921342,18.846345913274252
2025,89212,443,0.6523702031602708,0.0651115540814108,28.844418458064983
2026,99290,130,0.7384615384615385,0.07890086852731848,10.257112908551402
