date,row_id,symbol,open,high,low,close,volume,prev_close,prev_volume,vol_ma60,prev_vol_ma60,ma5,ma50,ma100,ma200,ma400,ret_1d,ret_5d,ret_20d,intraday_range,intraday_return,next_open,gap_pct,close_vs_prev_close_ret,next_gap_pct,dist_ma5,dist_ma50,dist_ma100,dist_ma200,dist_ma400,rsi14,is_limitup_or_near,is_gap_volume_candidate,label_success,market_cap,year,pred_next_gap_pct,prob_tab,overnight_return,signal
2021-01-12,558582,004140.KS,3569.0,3776.0,3545.0,3777.0,12934365.0,2909.0,64074864.0,5212144.683333334,5015780.866666666,2662.6,2171.38,2062.5,1990.725,1832.1225,0.29838432451014096,0.6944818304172274,0.7518552875695733,0.0647240123283833,0.05827963014850098,4900.0,0.22688209006531457,0.29838432451014096,0.2973259200423617,0.4185382708630663,0.7394468034153394,0.8312727272727272,0.8972987228271108,1.0615433738737448,86.45437262299887,false,true,1,,2021,0.06762612,0.86294705,0.2973259200423617,1
2021-01-12,4542325,175140.KQ,8700.0,11150.0,8700.0,11150.0,2441972.0,8580.0,416144.0,78046.35,37454.8,8618.0,6733.0,6353.6,6054.25,8690.15,0.29953379953379955,0.3401442307692308,0.5905848787446505,0.28160919540229884,0.28160919540229884,12000.0,0.013986013986013957,0.29953379953379944,0.07623318385650224,0.29380366674402403,0.6560225753750186,0.7549106018635103,0.8416814634347771,0.2830618573902637,75.97315436227333,false,true,1,,2021,0.039140318,0.84604585,0.07623318385650224,1
2021-01-13,3537177,086980.KQ,3490.0,4510.0,3415.0,4510.0,54631695.0,3470.0,3291066.0,1516117.3833333333,607818.9333333333,3603.0,3049.4,2895.1,2803.175,3118.4625,0.29971181556195964,0.34226190476190477,0.41601255886970173,0.3137535816618911,0.2922636103151863,4350.0,0.0057636887608070175,0.2997118155619596,-0.03547671840354771,0.2517346655564807,0.4789794713714173,0.5578045663362232,0.6088899194663193,0.44622550375385295,83.947939261963,false,true,0,,2021,0.02102693,0.7423002,-0.03547671840354771,1
2021-01-13,5575689,348210.KQ,64900.0,65000.0,56100.0,57900.0,215914.0,56200.0,253805.0,82492.11666666667,79271.16666666667,57834.2,37688.32,,,,0.030249110320284697,-0.04089847438254733,0.42762038612323394,0.13713405238828968,-0.10785824345146379,57700.0,0.15480427046263334,0.030249110320284656,-0.003454231433506094,0.0011377351117505263,0.5362849816601005,,,,83.71369669784903,false,true,0,,2021,0.006374065,0.6330227,-0.003454231433506094,1
2021-01-14,1855438,032300.KQ,41500.0,41500.0,37400.0,41500.0,1600786.0,31950.0,2373905.0,500714.5833333333,492523.01666666666,28830.0,22586.0,22469.5,,,0.29890453834115804,0.7965367965367965,0.8906605922551253,0.09879518072289156,0.0,49300.0,0.29890453834115815,0.29890453834115815,0.1879518072289157,0.43947277141866103,0.8374214114938456,0.8469480851821358,,,87.3563218390336,false,true,1,,2021,0.073869124,0.7575786,0.1879518072289157,1
2021-01-14,505823,003610.KS,2390.0,2550.0,2060.0,2070.0,13238531.0,2005.0,879566.0,482127.38333333336,262281.4666666667,1979.0,1920.1,1928.8,1821.6,1931.1875,0.032418952618453865,0.06701030927835051,0.06976744186046512,0.20502092050209206,-0.13389121338912133,2070.0,0.1920199501246882,0.032418952618453956,0.0,0.04598281960586159,0.07806885058069901,0.07320613853172953,0.13636363636363646,0.07187934884624103,74.99999999671874,false,true,0,,2021,0.006856305,0.5849109,0.0,1
2021-01-15,1151167,011300.KS,578.0,641.0,547.0,642.0,10974403.0,494.0,35958732.0,1429113.1,1246923.15,458.8,373.34,373.32,401.02,464.02,0.29959514170040485,0.7258064516129032,0.7074468085106383,0.16262975778546712,0.11072664359861592,753.0,0.17004048582995956,0.2995951417004048,0.17289719626168232,0.3993025283347864,0.7196121497830397,0.7197042751526841,0.600917659967084,0.3835610534028706,93.82352940790139,false,true,1,,2021,0.05110473,0.7839518,0.17289719626168232,1
2021-01-15,1855439,032300.KQ,49300.0,53900.0,46500.0,53900.0,6909458.0,41500.0,1600786.0,599473.2666666667,500714.5833333333,34850.0,23208.0,22868.5,,,0.2987951807228916,1.2647058823529411,1.4838709677419355,0.15010141987829614,0.09330628803245436,62900.0,0.1879518072289157,0.29879518072289146,0.16697588126159557,0.5466284074605452,1.322475008617718,1.3569538885366335,,,91.66666666663325,false,true,1,,2021,0.010503454,0.7703731,0.16697588126159557,1
2021-01-18,4758362,204840.KQ,1850.0,1890.0,1740.0,1890.0,7991393.0,1455.0,8918913.0,3057584.6666666665,2926050.1166666667,1441.0,1224.7,1088.61,1014.245,1212.3325,0.29896907216494845,0.5,-0.05263157894736842,0.08108108108108109,0.021621621621621623,2190.0,0.2714776632302405,0.2989690721649485,0.15873015873015883,0.311589174184594,0.5432350779782804,0.7361589549976577,0.8634550823518972,0.5589782506036918,72.76595744594151,false,true,1,,2021,0.04238911,0.8643199,0.15873015873015883,1
2021-01-18,906524,007770.KQ,14200.0,14200.0,13750.0,14200.0,594853.0,10950.0,90314.0,25166.316666666666,15298.65,11350.0,9800.0,9430.0,9396.6,11065.45,0.2968036529680365,0.3523809523809524,0.42,0.03169014084507042,0.0,16150.0,0.29680365296803646,0.29680365296803646,0.13732394366197176,0.25110132158590304,0.44897959183673475,0.5058324496288442,0.511184896664751,0.28327361291226283,94.44444444417238,false,true,1,,2021,0.14015232,0.86207175,0.13732394366197176,1
2021-01-19,1921849,033180.KS,76969.0,91230.0,74075.0,91243.0,12612300.0,70183.0,13119190.0,1699104.0,1489633.5833333333,64490.8,48849.52,43467.45,47811.825,57734.195,0.30007266717011244,1.1613881321805046,0.8869793605492824,0.22288193948212917,0.18545128558250723,100264.0,0.09669008164370285,0.3000726671701124,0.09886785835625744,0.41482195910114306,0.8678382100786253,1.0991109439362097,0.9083772685941189,0.5803978907127743,87.63626695026,false,true,1,,2021,0.036332943,0.71119756,0.09886785835625744,1
2021-01-19,2190165,038530.KQ,2633.0,3126.0,2506.0,3126.0,111256224.0,2410.0,53849124.0,7736753.733333333,5935491.266666667,2376.2,2258.0,2294.65,2525.8,2536.5325,0.2970954356846473,0.5521350546176763,0.40684068406840684,0.2354728446638815,0.18723889099886062,3693.0,0.0925311203319501,0.29709543568464736,0.18138195777351251,0.3155458294756335,0.3844109831709477,0.36229926132525647,0.2376276823184733,0.23239106930425701,78.48673066002326,false,true,1,,2021,0.026692854,0.6765946,0.18138195777351251,1
2021-01-20,4238792,128540.KQ,2498.0,3135.0,2325.0,2607.0,13184941.0,2448.0,691984.0,444204.95,225420.9,2409.4,2203.64,2197.16,1979.515,2039.0125,0.06495098039215687,0.0871559633027523,0.15661047027506655,0.32425940752602084,0.043634907926341074,2631.0,0.020424836601307117,0.06495098039215685,0.009205983889528202,0.08201211919980067,0.1830426022399303,0.18653170456407375,0.31698926252137505,0.27856008729715964,76.67031763299738,false,true,1,,2021,0.00862355,0.6238213,0.009205983889528202,1
2021-01-20,2324803,042370.KQ,10050.0,11900.0,9990.0,11000.0,12177546.0,9910.0,1700965.0,683021.8333333334,483564.36666666664,9888.0,8894.2,8706.3,7782.975,6756.3625,0.1099899091826438,0.12589559877175024,0.23318385650224216,0.1900497512437811,0.0945273631840796,10900.0,0.01412714429868811,0.10998990918264373,-0.009090909090909038,0.11245954692556626,0.23676103528141934,0.2634529019215972,0.41334129943883924,0.6280949993432117,73.4972677592817,false,true,0,,2021,0.005350937,0.5412714,-0.009090909090909038,1
2021-01-21,5165470,256840.KQ,7159.0,7159.0,7102.0,7160.0,8934348.0,5510.0,10038764.0,2106823.7333333334,1968224.0166666666,5082.2,4145.9,4326.6,3446.785,2783.675,0.29945553539019965,0.6670547147846333,0.7549019607843137,0.007962005866741164,0.0001396843134515994,7808.0,0.29927404718693285,0.29945553539019953,0.09050279329608935,0.4088386919050806,0.727007404906052,0.6548791198631718,1.0772981198421139,1.572139348163848,86.87707641167151,false,true,1,,2021,0.13234599,0.9118883,0.09050279329608935,1
2021-01-21,2300665,041650.KS,3760.0,4825.0,3725.0,4825.0,7516169.0,3715.0,7744583.0,772186.7166666667,648059.8166666667,3834.0,3229.4,2885.65,2707.275,3155.9875,0.29878869448183043,0.31471389645776565,0.37660485021398005,0.2925531914893617,0.28324468085106386,4945.0,0.01211305518169592,0.2987886944818303,0.024870466321243567,0.25847678664580065,0.49408558865423924,0.6720669519865541,0.7822349041009871,0.5288400223384915,76.96160267075878,false,true,1,,2021,0.0363998,0.81635135,0.024870466321243567,1
2021-01-22,4667705,194480.KQ,20300.0,22400.0,18350.0,22400.0,910356.0,17250.0,510768.0,89163.75,74113.18333333333,17000.0,13397.6,10947.6,9636.25,8566.425,0.2985507246376812,0.43130990415335463,0.5830388692579506,0.19950738916256158,0.10344827586206896,29100.0,0.1768115942028985,0.29855072463768106,0.2991071428571428,0.3176470588235294,0.6719412432077387,1.0461105630457816,1.324555714100402,1.6148597577169008,78.62595419838925,false,true,1,,2021,0.032196492,0.6709293,0.2991071428571428,1
2021-01-22,5109248,246250.KQ,5875.0,5875.0,4975.0,5050.0,0.0,5125.0,0.0,0.0,0.0,5225.0,5576.0,6036.0,5431.825,4298.4,-0.014634146341463415,-0.06481481481481481,-0.15126050420168066,0.15319148936170213,-0.14042553191489363,5075.0,0.14634146341463405,-0.014634146341463428,0.004950495049504955,-0.03349282296650713,-0.09433285509325684,-0.16335321404903913,-0.07029405402419997,0.17485576028289596,14.285714285551023,false,true,0,,2021,0.03866059,0.6553677,0.004950495049504955,1
2021-01-25,4667706,194480.KQ,29100.0,29100.0,26900.0,29100.0,545130.0,22400.0,910356.0,98114.66666666667,89163.75,19890.0,13802.2,11158.1,9751.25,8616.65,0.29910714285714285,0.9863481228668942,1.1397058823529411,0.07560137457044673,0.0,32000.0,0.2991071428571428,0.2991071428571428,0.09965635738831624,0.46304675716440413,1.1083595368854238,1.6079708911015316,1.9842327906678632,2.3771825477418718,85.30183727027853,false,true,1,,2021,0.06382935,0.7881744,0.09965635738831624,1
2021-01-25,1713630,025870.KQ,16000.0,17000.0,15150.0,17000.0,1302884.0,13100.0,4013006.0,207823.71666666667,186777.6,11822.0,9200.6,9008.1,9114.1,8643.3375,0.29770992366412213,0.8994413407821229,1.0238095238095237,0.115625,0.0625,19900.0,0.22137404580152675,0.2977099236641221,0.1705882352941177,0.437996954829978,0.8477055844184074,0.8871904175131271,0.8652417682491962,0.966832835117222,95.32100108799406,false,true,1,,2021,0.04091859,0.77486295,0.1705882352941177,1
2021-01-26,4360866,140070.KQ,4530.0,5610.0,4490.0,5610.0,4075449.0,4320.0,4052285.0,645281.2166666667,579210.3666666667,4355.0,3162.0,3153.55,2719.825,2517.1125,0.2986111111111111,0.65,0.9212328767123288,0.24724061810154527,0.23841059602649006,6000.0,0.04861111111111116,0.29861111111111116,0.06951871657754016,0.28817451205510913,0.7741935483870968,0.7789475353173407,1.0626327061483738,1.2287442456386035,90.70567986186923,false,true,1,,2021,0.03312808,0.7600872,0.06951871657754016,1
2021-01-26,2088633,036540.KQ,6210.0,7930.0,6130.0,7930.0,127735135.0,6100.0,38459721.0,5487997.916666667,3375018.7666666666,6208.0,5538.4,5341.25,5354.4,4558.15,0.3,0.4314079422382672,0.4604051565377532,0.2898550724637681,0.27697262479871176,8150.0,0.0180327868852459,0.30000000000000004,0.027742749054224358,0.2773840206185567,0.431821464682941,0.4846711912005617,0.481024951441805,0.7397409036560887,83.38557993693811,false,true,1,,2021,0.01805481,0.6461489,0.027742749054224358,1
2021-01-27,4836756,214330.KS,3315.0,3315.0,3315.0,3315.0,11909630.0,2550.0,26557433.0,7723100.15,7598749.85,2561.0,2611.8,3027.55,2394.555,1961.7425,0.3,0.43506493506493504,0.28239845261121854,0.0,0.0,3500.0,0.30000000000000004,0.30000000000000004,0.05580693815987936,0.29441624365482233,0.2692396048702044,0.0949447573120179,0.3843908367107878,0.6898242251467763,71.9402985068614,false,true,1,,2021,0.1026308,0.9027343,0.05580693815987936,1
2021-01-27,4993922,227100.KQ,6752.0,8495.0,6604.0,8495.0,3855056.0,6535.0,213981.0,133967.68333333332,70166.71666666666,6655.2,5692.74,6519.89,7599.745,7322.6375,0.2999234889058914,0.38490381480273883,0.6696147798742138,0.28006516587677727,0.2581457345971564,9279.0,0.033205814843152215,0.29992348890589127,0.0922895821071219,0.2764454862363266,0.49225153441049474,0.3029360924800877,0.11780066304856285,0.16010112476549598,80.85720630665512,false,true,1,,2021,0.063397005,0.8613014,0.0922895821071219,1
2021-01-28,169016,001000.KQ,2390.0,3055.0,2355.0,3055.0,32848456.0,2350.0,3074509.0,1344792.4,812310.7333333333,2462.0,2218.9,2198.75,2118.7,2056.34,0.3,0.32537960954446854,0.5049261083743842,0.2928870292887029,0.27824267782426776,3150.0,0.017021276595744705,0.30000000000000004,0.03109656301145658,0.24086108854589772,0.3768083284510342,0.38942581011938593,0.4419219332609621,0.4856492603363256,87.21804511186387,false,true,1,,2021,0.03327006,0.7718525,0.03109656301145658,1
2021-01-29,2697718,053610.KQ,31850.0,36800.0,30700.0,36800.0,4772696.0,30200.0,1597577.0,269280.5333333333,192104.45,31800.0,27993.0,28350.0,23951.0,20378.8425,0.2185430463576159,0.373134328358209,0.34306569343065696,0.19152276295133439,0.1554160125588697,35100.0,0.054635761589403975,0.2185430463576159,-0.04619565217391308,0.1572327044025157,0.3146143678776836,0.2980599647266313,0.5364702935159285,0.805794416439501,74.59584295607186,false,true,0,,2021,0.020193145,0.6404242,-0.04619565217391308,1
2021-01-29,865746,007330.KQ,8400.0,10600.0,8200.0,9000.0,1198822.0,8240.0,673233.0,54236.5,34646.48333333333,8338.0,8549.4,8356.3,8041.15,7964.95,0.09223300970873786,0.11801242236024845,0.08695652173913043,0.2857142857142857,0.07142857142857142,8790.0,0.01941747572815533,0.09223300970873782,-0.023333333333333317,0.07939553849844083,0.05270545301424656,0.07703170063305542,0.11924289436212487,0.12995059604893955,84.44444444356873,false,true,0,,2021,0.006544763,0.5866425,-0.023333333333333317,1
2021-02-01,810826,006570.KS,5290.0,5290.0,5290.0,5290.0,713822.0,4075.0,19294.0,17163.9,5269.666666666667,4372.0,4087.3,4109.0,4166.5,4069.9375,0.298159509202454,0.24911452184179456,0.3392405063291139,0.0,0.0,5560.0,0.29815950920245404,0.29815950920245404,0.051039697542533125,0.20997255260750225,0.29425292980696294,0.28741786322706253,0.2696507860314412,0.29977425943273084,84.46327683549012,false,true,1,,2021,0.17736284,0.8899941,0.051039697542533125,1
2021-02-01,5378203,298020.KS,348500.0,389000.0,339000.0,389000.0,233497.0,299500.0,237605.0,81529.63333333333,78946.9,316700.0,221070.0,181317.0,150976.0,150526.5,0.2988313856427379,0.3413793103448276,0.8262910798122066,0.14347202295552366,0.11621233859397417,442500.0,0.1636060100166945,0.2988313856427378,0.13753213367609263,0.2282917587622355,0.7596236486180847,1.1454138332313022,1.576568461212378,1.5842625717066432,89.74943052391227,false,true,1,,2021,0.01441863,0.6590837,0.13753213367609263,1
2021-02-02,1869286,032580.KQ,1660.0,1665.0,1430.0,1440.0,5977514.0,1520.0,3667502.0,1222134.6666666667,1129385.5166666666,1454.0,1371.2,1390.55,1471.85,1460.1025,-0.05263157894736842,-0.09717868338557993,0.054945054945054944,0.14156626506024098,-0.13253012048192772,1450.0,0.09210526315789469,-0.052631578947368474,0.00694444444444442,-0.009628610729023435,0.05017502917152861,0.03556146848369357,-0.0216394333661718,-0.013767869036591551,57.98816567951262,false,true,1,,2021,0.021573078,0.6643951,0.00694444444444442,1
2021-02-02,4803170,210120.KQ,824.0,824.0,615.0,807.0,0.0,717.0,0.0,0.0,0.0,717.8,769.94,593.28,532.53,636.235,0.12552301255230125,0.22644376899696048,-0.03814064362336114,0.2536407766990291,-0.02063106796116505,927.0,0.14923291492329138,0.12552301255230125,0.14869888475836435,0.12426859849540262,0.04813362080162076,0.3602346278317152,0.5154075826713989,0.26839925499225914,56.3291139230524,false,true,1,,2021,0.005053831,0.59474736,0.14869888475836435,1
2021-02-03,2679350,053270.KQ,3200.0,3995.0,3175.0,3995.0,52344275.0,3075.0,51521965.0,5661407.633333334,4801350.883333334,3026.0,1970.8,1816.2,1670.025,1639.675,0.2991869918699187,0.31414473684210525,1.3569321533923304,0.25625,0.2484375,4115.0,0.04065040650406515,0.2991869918699186,0.030037546933667114,0.3202247191011236,1.0270955956971788,1.1996476159013323,1.3921797577880568,1.4364584445088204,77.52234993586582,false,true,1,,2021,0.030213429,0.5967573,0.030037546933667114,1
2021-02-03,2300674,041650.KS,4950.0,6090.0,4945.0,5490.0,18094155.0,4865.0,14760691.0,1854253.25,1553180.6166666667,4696.0,3599.7,3094.95,2807.95,3170.2875,0.12846865364850976,0.14137214137214138,0.464,0.2313131313131313,0.10909090909090909,5430.0,0.01747173689619741,0.1284686536485098,-0.010928961748633892,0.16908006814310061,0.5251270939244939,0.7738574128822762,0.9551630192845315,0.7317041435516496,73.63636363609587,false,true,0,,2021,0.005955537,0.54195493,-0.010928961748633892,1
2021-02-04,4697629,198440.KQ,3475.0,4300.0,3470.0,3670.0,53572700.0,3450.0,8175424.0,1859446.3833333333,968667.6833333333,3318.0,3153.1,3101.95,3223.475,3055.725,0.06376811594202898,0.1486697965571205,0.146875,0.23884892086330936,0.05611510791366906,3705.0,0.007246376811594235,0.06376811594202891,0.0095367847411445,0.10608800482218195,0.16393390631442073,0.18312674285530073,0.13852286740241504,0.20102430683389372,66.77852348930544,false,true,1,,2021,0.008590553,0.5928004,0.0095367847411445,1
2021-02-04,5380106,298040.KS,76000.0,88600.0,76000.0,86000.0,2328724.0,74800.0,888286.0,218624.23333333334,185317.53333333333,73980.0,64910.0,63580.0,46798.25,36801.25,0.1497326203208556,0.2198581560283688,0.2816691505216095,0.16578947368421051,0.13157894736842105,86300.0,0.016042780748663166,0.14973262032085555,0.0034883720930232176,0.16247634495809682,0.3249114158065014,0.35262661214218305,0.8376755541072582,1.3368771441187461,77.71883289121783,false,true,0,,2021,0.00810314,0.58353823,0.0034883720930232176,1
2021-02-05,5186523,260970.KQ,37400.0,37400.0,37400.0,37400.0,1.0,32900.0,50.0,9.55,9.55,33770.0,279551.0,261209.5,194362.25,149040.625,0.13677811550151975,-0.9015011851461681,-0.8870090634441088,0.0,0.0,43000.0,0.13677811550151975,0.13677811550151975,0.14973262032085555,0.10749185667752448,-0.8662140360792843,-0.8568199089236801,-0.8075758023999002,-0.7490617071687669,1.2948207171314294,false,true,1,,2021,0.044670604,0.81277204,0.14973262032085555,1
2021-02-05,2402240,044480.KQ,3429.0,3438.0,2667.0,2748.0,2025720.0,3253.0,804274.0,251692.25,222555.88333333333,2984.4,3233.96,3241.52,4020.53,4893.06,-0.1552413157085767,-0.03848845346396081,-0.12595419847328243,0.22484689413823272,-0.19860017497812774,2758.0,0.054103904088533605,-0.1552413157085767,0.00363901018922852,-0.07921190188982707,-0.15026778315130673,-0.1522495619339076,-0.31650802257413824,-0.43838824784490693,38.624338623861775,false,true,0,,2021,0.03257099,0.64052445,0.00363901018922852,1
2021-02-08,4803174,210120.KQ,880.0,880.0,724.0,724.0,0.0,825.0,0.0,0.0,0.0,836.6,779.86,613.47,540.005,633.4075,-0.12242424242424242,0.009762900976290097,0.1277258566978193,0.17727272727272728,-0.17727272727272728,824.0,0.06666666666666665,-0.12242424242424244,0.13812154696132595,-0.1345923978006216,-0.07162824096632736,0.18017180954243894,0.34072832658956864,0.143024040605771,56.997742662756245,false,true,1,,2021,0.027291166,0.5628228,0.13812154696132595,1
2021-02-08,3394777,081580.KQ,3420.0,3995.0,3335.0,3675.0,6190869.0,3355.0,9027903.0,444661.0333333333,342238.48333333334,3313.0,2860.0,2708.3,2438.55,2612.9375,0.09538002980625931,0.225,0.3172043010752688,0.19298245614035087,0.07456140350877193,3520.0,0.019374068554396384,0.09538002980625926,-0.042176870748299344,0.10926652580742524,0.284965034965035,0.35693977772034113,0.5070431198868179,0.40646303250651794,72.27722772210437,false,true,0,,2021,0.00551188,0.5134675,-0.042176870748299344,1
2021-02-09,4928690,221800.KQ,11000.0,11300.0,11000.0,11300.0,152.0,9900.0,8607.0,437.1333333333333,434.6,10204.0,9191.4,9353.7,9966.25,10943.625,0.1414141414141414,0.20212765957446807,0.32009345794392524,0.02727272727272727,0.02727272727272727,9650.0,0.11111111111111116,0.14141414141414144,-0.14601769911504425,0.10740885927087418,0.22941010074634982,0.20807808674642114,0.13382666499435603,0.03256462095512225,76.78571428539435,false,true,0,,2021,0.0056182174,0.635421,-0.14601769911504425,1
2021-02-09,3067221,067160.KQ,74900.0,84800.0,73700.0,84800.0,1154944.0,74200.0,966738.0,182495.01666666666,164886.76666666666,71760.0,62498.0,60785.0,61066.0,61728.25,0.14285714285714285,0.3106646058732612,0.2907153729071537,0.14819759679572764,0.1321762349799733,83200.0,0.009433962264151052,0.1428571428571428,-0.018867924528301883,0.1817168338907469,0.35684341898940763,0.39508102327876937,0.388661448269086,0.37376322834358655,72.56637168138596,false,true,0,,2021,0.005941814,0.6323069,-0.018867924528301883,1
